USA,,,1996,46,1996;11;11,1996-11-11,,,,,,,,,,,,,1.229,,All
USA,,,1996,47,1996;11;18,1996-11-18,,,,,,,,,,,,,1.238,,All
USA,,,1996,48,1996;11;25,1996-11-25,,,,,,,,,,,,,1.246,,All
USA,,,1996,49,1996;12;02,1996-12-02,,,,,,,,,,,,,1.242,,All
USA,,,1996,50,1996;12;09,1996-12-09,,,,,,,,,,,,,1.241,,All
USA,,,1996,51,1996;12;16,1996-12-16,,,,,,,,,,,,,1.233,,All
USA,,,1996,52,1996;12;23,1996-12-23,,,,,,,,,,,,,1.227,,All
USA,,,1996,1,1996;12;30,1996-12-30,,,,,,,,,,,,,1.224,,All
USA,,,1997,2,1997;01;06,1997-01-06,,,,,,,,,,,,,1.22,,All
USA,,,1997,3,1997;01;13,1997-01-13,,,,,,,,,,,,,1.235,,All
USA,,,1997,4,1997;01;20,1997-01-20,,,,,,,,,,,,,1.236,,All
USA,,,1997,5,1997;01;27,1997-01-27,,,,,,,,,,,,,1.232,,All
USA,,,1997,6,1997;02;03,1997-02-03,,,,,,,,,,,,,1.23,,All
USA,,,1997,7,1997;02;10,1997-02-10,,,,,,,,,,,,,1.227,,All
USA,,,1997,8,1997;02;17,1997-02-17,,,,,,,,,,,,,1.22,,All
USA,,,1997,9,1997;02;24,1997-02-24,,,,,,,,,,,,,1.217,,All
USA,,,1997,10,1997;03;03,1997-03-03,,,,,,,,,,,,,1.208,,All
USA,,,1997,11,1997;03;10,1997-03-10,,,,,,,,,,,,,1.199,,All
USA,,,1997,12,1997;03;17,1997-03-17,,,,,,,,,,,,,1.191,,All
USA,,,1997,13,1997;03;24,1997-03-24,,,,,,,,,,,,,1.196,,All
USA,,,1997,14,1997;03;31,1997-03-31,,,,,,,,,,,,,1.191,,All
USA,,,1997,15,1997;04;07,1997-04-07,,,,,,,,,,,,,1.192,,All
